timestamp,input_file,output_file,detector,detection_type,original_snippet,action,notes
2025-09-29T17:52:37.089071,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,William Evans,mask,sheet:Sheet1;cell:D18
2025-09-29T17:52:37.098070,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Kelli Barker,mask,sheet:Sheet1;cell:F18
2025-09-29T17:52:37.103065,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,samantha29@burns.com,mask,sheet:Sheet1;cell:G18
2025-09-29T17:52:37.113065,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-95389-AL,mask,sheet:Sheet1;cell:I18
2025-09-29T17:52:37.122071,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Charles Joseph DDS,mask,sheet:Sheet1;cell:A19
2025-09-29T17:52:37.127069,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP70911,mask,sheet:Sheet1;cell:B19
2025-09-29T17:52:37.137065,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Dennis Silva,mask,sheet:Sheet1;cell:D19
2025-09-29T17:52:37.146065,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Dylan Vaughn,mask,sheet:Sheet1;cell:F19
2025-09-29T17:52:37.151065,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,michael38@gmail.com,mask,sheet:Sheet1;cell:G19
2025-09-29T17:52:37.160066,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-97232-AL,mask,sheet:Sheet1;cell:I19
2025-09-29T17:52:37.173637,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Sherry Roberts,mask,sheet:Sheet1;cell:A20
2025-09-29T17:52:37.187635,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,Tiffany Washington,mask,sheet:Sheet1;cell:D20
2025-09-29T17:52:37.191639,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,TW,mask,sheet:Sheet1;cell:E20
2025-09-29T17:52:37.199827,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Joshua Butler,mask,sheet:Sheet1;cell:F20
2025-09-29T17:52:37.205632,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,jose45@yahoo.com,mask,sheet:Sheet1;cell:G20
2025-09-29T17:52:37.215636,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-97928-AL,mask,sheet:Sheet1;cell:I20
2025-09-29T17:52:37.227636,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Natalie Crawford,mask,sheet:Sheet1;cell:A21
2025-09-29T17:52:37.242637,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Susan Hill,mask,sheet:Sheet1;cell:D21
2025-09-29T17:52:37.251634,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Shawn Moore,mask,sheet:Sheet1;cell:F21
2025-09-29T17:52:37.255637,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,doylelindsay@waters.com,mask,sheet:Sheet1;cell:G21
2025-09-29T17:52:37.267126,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-93892-AL,mask,sheet:Sheet1;cell:I21
2025-09-29T17:52:37.277119,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Lindsay Holland,mask,sheet:Sheet1;cell:A22
2025-09-29T17:52:37.294121,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Joseph Gordon,mask,sheet:Sheet1;cell:D22
2025-09-29T17:52:37.303123,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Larry Perry,mask,sheet:Sheet1;cell:F22
2025-09-29T17:52:37.309122,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,espinozadaisy@anderson.biz,mask,sheet:Sheet1;cell:G22
2025-09-29T17:52:37.318123,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-90189-AL,mask,sheet:Sheet1;cell:I22
2025-09-29T17:52:37.328120,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Patricia Lee,mask,sheet:Sheet1;cell:A23
2025-09-29T17:52:37.333120,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP93948,mask,sheet:Sheet1;cell:B23
2025-09-29T17:52:37.347122,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Jordan Burns,mask,sheet:Sheet1;cell:D23
2025-09-29T17:52:37.362123,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Kathryn Howard,mask,sheet:Sheet1;cell:F23
2025-09-29T17:52:37.372257,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,jamesdaniels@cain.org,mask,sheet:Sheet1;cell:G23
2025-09-29T17:52:37.405780,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Christopher Diaz,mask,sheet:Sheet1;cell:A24
2025-09-29T17:52:37.419792,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Michele Johnson,mask,sheet:Sheet1;cell:D24
2025-09-29T17:52:37.427791,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Jason Wheeler,mask,sheet:Sheet1;cell:F24
2025-09-29T17:52:37.432783,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,zglenn@mahoney.biz,mask,sheet:Sheet1;cell:G24
2025-09-29T17:52:37.452784,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Mary Bonilla,mask,sheet:Sheet1;cell:A25
2025-09-29T17:52:37.456784,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP30696,mask,sheet:Sheet1;cell:B25
2025-09-29T17:52:37.466775,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Wayne Cole,mask,sheet:Sheet1;cell:D25
2025-09-29T17:52:37.475792,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Kayla Bird,mask,sheet:Sheet1;cell:F25
2025-09-29T17:52:37.480783,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,mccallanthony@gmail.com,mask,sheet:Sheet1;cell:G25
2025-09-29T17:52:37.490782,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-98324-AL,mask,sheet:Sheet1;cell:I25
2025-09-29T17:52:37.501779,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Jamie Gonzalez,mask,sheet:Sheet1;cell:A26
2025-09-29T17:52:37.521778,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Vanessa Spencer,mask,sheet:Sheet1;cell:D26
2025-09-29T17:52:37.533782,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Anthony Keith,mask,sheet:Sheet1;cell:F26
2025-09-29T17:52:37.537784,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,lovekelsey@may.com,mask,sheet:Sheet1;cell:G26
2025-09-29T17:52:37.547785,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,GPE,HT-99344-AL,mask,sheet:Sheet1;cell:I26
2025-09-29T17:52:37.557786,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Sandra Thomas,mask,sheet:Sheet1;cell:A27
2025-09-29T17:52:37.562784,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP47454,mask,sheet:Sheet1;cell:B27
2025-09-29T17:52:37.573783,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Maria Nelson,mask,sheet:Sheet1;cell:D27
2025-09-29T17:52:37.578786,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,MN,mask,sheet:Sheet1;cell:E27
2025-09-29T17:52:37.582784,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Erin French,mask,sheet:Sheet1;cell:F27
2025-09-29T17:52:37.587784,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,virginiabryant@gmail.com,mask,sheet:Sheet1;cell:G27
2025-09-29T17:52:37.597783,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-90191-AL,mask,sheet:Sheet1;cell:I27
2025-09-29T17:52:37.607784,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Sandra Kim,mask,sheet:Sheet1;cell:A28
2025-09-29T17:52:37.611785,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP88162,mask,sheet:Sheet1;cell:B28
2025-09-29T17:52:37.621783,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Alexandra Burton,mask,sheet:Sheet1;cell:D28
2025-09-29T17:52:37.629785,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Joseph Huffman,mask,sheet:Sheet1;cell:F28
2025-09-29T17:52:37.634783,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,george22@bryant-campbell.com,mask,sheet:Sheet1;cell:G28
2025-09-29T17:52:37.658315,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Morgan Williams,mask,sheet:Sheet1;cell:A29
2025-09-29T17:52:37.672312,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Jason Gill,mask,sheet:Sheet1;cell:D29
2025-09-29T17:52:37.681313,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Joan Harris,mask,sheet:Sheet1;cell:F29
2025-09-29T17:52:37.686362,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,theresaharrison@hotmail.com,mask,sheet:Sheet1;cell:G29
2025-09-29T17:52:37.710361,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Nathan James,mask,sheet:Sheet1;cell:A30
2025-09-29T17:52:37.715361,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP93437,mask,sheet:Sheet1;cell:B30
2025-09-29T17:52:37.724364,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Tara Bryant,mask,sheet:Sheet1;cell:D30
2025-09-29T17:52:37.730458,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,TB,mask,sheet:Sheet1;cell:E30
2025-09-29T17:52:37.735458,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Sarah Lee,mask,sheet:Sheet1;cell:F30
2025-09-29T17:52:37.739457,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,karla72@yahoo.com,mask,sheet:Sheet1;cell:G30
2025-09-29T17:52:37.739457,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,karla72@yahoo.com,mask,sheet:Sheet1;cell:G30
2025-09-29T17:52:37.749458,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-98856-AL,mask,sheet:Sheet1;cell:I30
2025-09-29T17:52:37.759456,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Heather Sullivan,mask,sheet:Sheet1;cell:A31
2025-09-29T17:52:37.773457,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,James Shaw,mask,sheet:Sheet1;cell:D31
2025-09-29T17:52:37.787725,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Joshua Barton,mask,sheet:Sheet1;cell:F31
2025-09-29T17:52:37.793728,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,benjamin09@klein-woods.com,mask,sheet:Sheet1;cell:G31
2025-09-29T17:52:37.803728,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-99200-AL,mask,sheet:Sheet1;cell:I31
2025-09-29T17:52:37.812727,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Christopher Johnson,mask,sheet:Sheet1;cell:A32
2025-09-29T17:52:37.827727,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Michael Brown,mask,sheet:Sheet1;cell:D32
2025-09-29T17:52:37.831729,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,MB,mask,sheet:Sheet1;cell:E32
2025-09-29T17:52:37.835729,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Donald Rowland,mask,sheet:Sheet1;cell:F32
2025-09-29T17:52:37.840725,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,justinnoble@hotmail.com,mask,sheet:Sheet1;cell:G32
2025-09-29T17:52:37.861113,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Amanda Taylor,mask,sheet:Sheet1;cell:A33
2025-09-29T17:52:37.876112,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Valerie Villanueva,mask,sheet:Sheet1;cell:D33
2025-09-29T17:52:37.886115,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Ethan Richardson,mask,sheet:Sheet1;cell:F33
2025-09-29T17:52:37.893113,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,michael52@rojas-carter.com,mask,sheet:Sheet1;cell:G33
2025-09-29T17:52:37.893113,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,michael52@rojas-carter.com,mask,sheet:Sheet1;cell:G33
2025-09-29T17:52:37.906117,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,HT-99977-AL,mask,sheet:Sheet1;cell:I33
2025-09-29T17:52:37.916115,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Kenneth Lopez,mask,sheet:Sheet1;cell:A34
2025-09-29T17:52:37.930117,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Phillip Alexander,mask,sheet:Sheet1;cell:D34
2025-09-29T17:52:37.939119,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Keith Landry,mask,sheet:Sheet1;cell:F34
2025-09-29T17:52:37.943118,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,ejacobs@hernandez-freeman.org,mask,sheet:Sheet1;cell:G34
2025-09-29T17:52:37.943118,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,ejacobs@hernandez-freeman.org,mask,sheet:Sheet1;cell:G34
2025-09-29T17:52:37.964519,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,James Gilbert,mask,sheet:Sheet1;cell:A35
2025-09-29T17:52:37.969519,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,EMP80490,mask,sheet:Sheet1;cell:B35
2025-09-29T17:52:37.980516,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,William Johnson,mask,sheet:Sheet1;cell:D35
2025-09-29T17:52:37.985529,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,WJ,mask,sheet:Sheet1;cell:E35
2025-09-29T17:52:37.990519,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Alex Skinner,mask,sheet:Sheet1;cell:F35
2025-09-29T17:52:37.994521,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,huffsonya@franklin.net,mask,sheet:Sheet1;cell:G35
2025-09-29T17:52:38.007517,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,ORG,HT-99258-AL,mask,sheet:Sheet1;cell:I35
2025-09-29T17:52:38.018518,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Catherine Peterson,mask,sheet:Sheet1;cell:A36
2025-09-29T17:52:38.032518,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Adam Byrd,mask,sheet:Sheet1;cell:D36
2025-09-29T17:52:38.041520,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Jeffrey Sanford,mask,sheet:Sheet1;cell:F36
2025-09-29T17:52:38.046520,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,regex,Email,christensenbrittany@yahoo.com,mask,sheet:Sheet1;cell:G36
2025-09-29T17:52:38.056559,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,HT-91982-AL,mask,sheet:Sheet1;cell:I36
2025-09-29T17:52:38.066557,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Vincent Hughes,mask,sheet:Sheet1;cell:A37
2025-09-29T17:52:38.080555,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Daniel Bond,mask,sheet:Sheet1;cell:D37
2025-09-29T17:52:38.090558,C:\Users\hp\PycharmProjects\pythonProjects\OptiveProject\Phase1_FileAnalyzer\extracts_files\Files\File_008.xlsx,cleansed_output\File_008.xlsx,spacy,PERSON,Kathryn Williams,mask,sheet:Sheet1;cell:F37
